time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
19710414;-;-;-;0;-;0
19710415;-;-;-;0;-;0
19710416;-;-;-;-;-;0
19710417;-;-;-;-;-;0
19710418;-;-;-;0;-;0
19710419;-;-;-;-;-;0
19710420;-;-;-;-;-;0
19710421;-;-;-;0;-;-
19710422;-;-;-;0;-;-
19710423;-;-;-;-;-;-
19710424;-;-;-;-;-;-
19710425;-;-;-;0;-;-
19710426;-;-;-;-;-;-
19710427;-;-;-;-;-;-
19710428;-;-;-;0;-;-
19710429;-;-;-;0;-;-
19710430;-;-;-;0;-;-
19710501;-;-;-;-;-;-
19710502;-;-;-;0;-;-
19710503;-;-;-;-;-;-
19710504;-;-;-;-;-;-
19710505;-;-;-;0;-;-
19710506;-;-;-;0;-;-
19710507;-;-;-;-;-;-
19710508;-;-;-;0;-;-
19710509;-;-;-;0;-;-
19710510;-;-;-;0;-;-
19710511;-;-;-;-;-;-
19710512;-;-;-;0;-;-
19710513;-;-;-;-;-;-
19710514;-;-;-;-;-;-
19710515;-;-;-;-;-;-
19710516;-;-;-;-;-;-
19710517;-;-;-;0;-;-
19710518;-;-;-;0;-;-
19710519;-;-;-;0;-;-
19710520;-;-;-;-;-;-
19710521;-;-;-;-;-;-
19710522;-;-;-;-;-;-
19710523;-;-;-;-;-;-
19710524;-;-;-;-;-;-
19710525;-;-;-;-;-;-
19710526;-;-;-;-;-;-
19710527;-;-;-;-;-;-
19710528;-;-;-;-;-;-
19710529;-;-;-;0;-;-
19710530;-;-;-;-;-;-
19710531;-;-;-;-;-;-
19710601;-;-;-;-;-;-
19710602;-;-;-;-;-;-
19710603;-;-;-;-;-;-
19710604;-;-;-;-;-;-
19710605;-;-;-;-;-;-
19710606;-;-;-;-;-;-
19710607;-;-;-;-;-;-
19710608;-;-;-;-;-;-
19710609;-;-;-;-;-;-
19710610;-;-;-;-;-;-
19710611;-;-;-;-;-;-
19710612;-;-;-;-;-;-
19710613;-;-;-;-;-;-
19710614;-;-;-;-;-;-
19710615;-;-;-;-;-;-
19710616;-;-;-;-;-;-
19710617;-;-;-;-;-;-
19710618;-;-;-;-;-;-
19710619;-;-;-;-;-;-
19710620;-;-;-;-;-;-
19710621;-;-;-;-;-;-
19710622;-;-;-;-;-;-
19710623;-;-;-;-;-;-
19710624;-;-;-;-;-;-
19710625;-;-;-;-;-;-
19710626;-;-;-;-;-;-
19710627;-;-;-;-;-;-
19710628;-;-;-;-;-;-
19710629;-;-;-;-;-;-
19710630;-;-;-;-;-;-
19710701;-;-;-;-;-;-
19710702;-;-;-;-;-;-
19710703;-;-;-;-;-;-
19710704;-;-;-;-;-;-
19710705;-;-;-;-;-;-
19710706;-;-;-;-;-;-
19710707;-;-;-;-;-;-
19710708;-;-;-;-;-;-
19710709;-;-;-;-;-;-
19710710;-;-;-;-;-;-
19710711;-;-;-;-;-;-
19710712;-;-;-;-;-;-
19710713;-;-;-;-;-;-
19710714;-;-;-;-;-;-
19710715;-;-;-;-;-;-
19710716;-;-;-;-;-;-
19710717;-;-;-;-;-;-
19710718;-;-;-;-;-;-
19710719;-;-;-;-;-;-
19710720;-;-;-;-;-;-
19710721;-;-;-;-;-;-
19710722;-;-;-;-;-;-
19710723;-;-;-;-;-;-
19710724;-;-;-;-;-;-
19710725;-;-;-;-;-;-
19710726;-;-;-;-;-;-
19710727;-;-;-;-;-;-
19710728;-;-;-;-;-;-
19710729;-;-;-;-;-;-
19710730;-;-;-;-;-;-
19710731;-;-;-;-;-;-
19710801;-;-;-;-;-;-
19710802;-;-;-;-;-;-
19710803;-;-;-;-;-;-
19710804;-;-;-;-;-;-
19710805;-;-;-;-;-;-
19710806;-;-;-;-;-;-
19710807;-;-;-;-;-;-
19710808;-;-;-;-;-;-
19710809;-;-;-;-;-;-
19710810;-;-;-;-;-;-
19710811;-;-;-;-;-;-
19710812;-;-;-;-;-;-
19710813;-;-;-;-;-;-
19710814;-;-;-;-;-;-
19710815;-;-;-;-;-;-
19710816;-;-;-;-;-;-
19710817;-;-;-;-;-;-
19710818;-;-;-;-;-;-
19710819;-;-;-;-;-;-
19710820;-;-;-;-;-;-
19710821;-;-;-;-;-;-
19710822;-;-;-;-;-;-
19710823;-;-;-;-;-;-
19710824;-;-;-;-;-;-
19710825;-;-;-;-;-;-
19710826;-;-;-;-;-;-
19710827;-;-;-;-;-;-
19710828;-;-;-;-;-;-
19710829;-;-;-;-;-;-
19710830;-;-;-;-;-;-
19710831;-;-;-;-;-;-
19710901;-;-;-;-;-;-
19710902;-;-;-;-;-;-
19710903;-;-;-;-;-;-
19710904;-;-;-;-;-;-
19710905;-;-;-;-;-;-
19710906;-;-;-;-;-;-
19710907;-;-;-;-;-;-
19710908;-;-;-;-;-;-
19710909;-;-;-;-;-;-
19710910;-;-;-;-;-;-
19710911;-;-;-;-;-;-
19710912;-;-;-;-;-;-
19710913;-;-;-;-;-;-
19710914;-;-;-;-;-;-
19710915;-;-;-;-;-;-
19710916;-;-;-;-;-;-
19710917;-;-;-;-;-;-
19710918;-;-;-;-;-;-
19710919;-;-;-;-;-;-
19710920;-;-;-;-;-;-
19710921;-;-;-;-;-;-
19710922;-;-;-;-;-;-
19710923;-;-;-;-;-;-
19710924;-;-;-;-;-;-
19710925;-;-;-;-;-;-
19710926;-;-;-;-;-;-
19710927;-;-;-;-;-;-
19710928;-;-;-;-;-;-
19710929;-;-;-;-;-;-
19710930;-;-;-;-;-;-
19711001;-;-;-;-;-;-
19711002;-;-;-;-;-;-
19711003;-;-;-;-;-;-
19711004;-;-;-;-;-;-
19711005;-;-;-;-;-;-
19711006;-;-;-;-;-;-
19711007;-;-;-;-;-;-
19711008;-;-;-;-;-;-
19711009;-;-;-;-;-;-
19711010;-;-;-;-;-;-
19711011;-;-;-;-;-;-
19711012;-;-;-;-;-;-
19711013;-;-;-;-;-;-
19711014;-;-;-;-;-;-
19711015;-;-;-;-;-;-
19711016;-;-;-;-;-;-
19711017;-;-;-;-;-;-
19711018;-;-;-;-;-;-
19711019;-;-;-;-;-;-
19711020;-;-;-;-;-;-
19711021;-;-;-;-;-;-
19711022;-;-;-;-;-;-
19711023;-;-;-;-;-;-
19711024;-;-;-;-;-;-
19711025;-;-;-;-;-;-
19711026;-;-;-;-;-;-
19711027;-;-;-;-;-;-
19711028;-;-;-;-;-;-
19711029;-;-;-;-;-;-
19711030;-;-;-;-;-;-
19711031;-;-;-;-;-;-
19711101;-;-;-;0;-;-
19711102;-;-;-;0;-;-
19711103;-;-;-;0;-;-
19711104;-;-;-;0;-;-
19711105;-;-;-;0;-;-
19711106;-;-;-;0;-;-
19711107;-;-;-;-;-;-
19711108;-;-;-;-;-;-
19711109;-;-;-;3;-;-
19711110;-;-;-;-;-;-
19711111;-;-;-;-;-;-
19711112;-;-;-;-;-;-
19711113;-;-;-;0;-;-
19711114;-;-;-;0;-;-
19711115;-;-;-;0;-;-
19711116;-;-;-;-;-;-
19711117;-;-;-;-;-;-
19711118;-;-;-;-;-;-
19711119;-;-;-;25;-;-
19711120;-;-;-;-;-;25
19711121;-;-;-;5;-;-
19711122;-;-;-;11;-;18
19711123;-;-;-;-;-;26
19711124;-;-;-;0;-;-
19711125;-;-;-;0;-;-
19711126;-;-;-;0;-;-
19711127;-;-;-;-;-;-
19711128;-;-;-;-;-;-
19711129;-;-;-;-;-;-
19711130;-;-;-;-;-;-
19711201;-;-;-;-;-;-
19711202;-;-;-;-;-;12
19711203;-;-;-;0;-;17
19711204;-;-;-;0;-;15
19711205;-;-;-;0;-;15
19711206;-;-;-;0;-;15
19711207;-;-;-;0;-;13
19711208;-;-;-;0;-;11
19711209;-;-;-;6;-;9
19711210;-;-;-;15;-;9
19711211;-;-;-;-;-;18
19711212;-;-;-;0;-;32
19711213;-;-;-;0;-;27
19711214;-;-;-;0;-;26
19711215;-;-;-;0;-;23
19711216;-;-;-;0;-;21
19711217;-;-;-;0;-;20
19711218;-;-;-;0;-;19
19711219;-;-;-;-;-;18
19711220;-;-;-;-;-;17
19711221;-;-;-;0;-;8
19711222;-;-;-;0;-;4
19711223;-;-;-;-;-;0
19711224;-;-;-;0;-;0
19711225;-;-;-;0;-;0
19711226;-;-;-;0;-;0
19711227;-;-;-;-;-;0
19711228;-;-;-;-;-;0
19711229;-;-;-;0;-;0
19711230;-;-;-;0;-;0
19711231;-;-;-;0;-;0
19720101;-;-;-;0;-;0
19720102;-;-;-;0;-;0
19720103;-;-;-;-;-;0
19720104;-;-;-;-;-;0
19720105;-;-;-;0;-;0
19720106;-;-;-;0;-;0
19720107;-;-;-;0;-;0
19720108;-;-;-;0;-;0
19720109;-;-;-;0;-;0
19720110;-;-;-;-;-;0
19720111;-;-;-;0;-;0
19720112;-;-;-;0;-;0
19720113;-;-;-;0;-;0
19720114;-;-;-;-;-;0
19720115;-;-;-;0;-;0
19720116;-;-;-;0;-;0
19720117;-;-;-;0;-;0
19720118;-;-;-;0;-;0
19720119;-;-;-;0;-;0
19720120;-;-;-;0;-;0
19720121;-;-;-;-;-;0
19720122;-;-;-;0;-;0
19720123;-;-;-;0;-;0
19720124;-;-;-;2;-;0
19720125;-;-;-;4;-;0
19720126;-;-;-;2;-;0
19720127;-;-;-;7;-;1
19720128;-;-;-;-;-;5
19720129;-;-;-;-;-;7
19720130;-;-;-;-;-;9
19720131;-;-;-;0;-;7
19720201;-;-;-;0;-;7
19720202;-;-;-;0;-;6
19720203;-;-;-;-;-;5
19720204;-;-;-;0;-;1
19720205;-;-;-;0;-;0
19720206;-;-;-;0;-;0
19720207;-;-;-;0;-;0
19720208;-;-;-;0;-;0
19720209;-;-;-;-;-;0
19720210;-;-;-;-;-;0
19720211;-;-;-;-;-;0
19720212;-;-;-;-;-;0
19720213;-;-;-;10;-;0
19720214;-;-;-;-;-;0
19720215;-;-;-;0;-;3
19720216;-;-;-;0;-;6
19720217;-;-;-;0;-;0
19720218;-;-;-;0;-;0
19720219;-;-;-;0;-;0
19720220;-;-;-;0;-;0
19720221;-;-;-;0;-;0
19720222;-;-;-;0;-;0
19720223;-;-;-;0;-;0
19720224;-;-;-;0;-;0
19720225;-;-;-;0;-;0
19720226;-;-;-;-;-;0
19720227;-;-;-;-;-;0
19720228;-;-;-;0;-;0
19720229;-;-;-;0;-;0
19720301;-;-;-;-;-;0
19720302;-;-;-;0;-;0
19720303;-;-;-;0;-;0
19720304;-;-;-;0;-;0
19720305;-;-;-;-;-;0
19720306;-;-;-;-;-;0
19720307;-;-;-;-;-;0
19720308;-;-;-;0;-;0
19720309;-;-;-;-;-;0
19720310;-;-;-;-;-;0
19720311;-;-;-;0;-;0
19720312;-;-;-;0;-;0
19720313;-;-;-;0;-;0
19720314;-;-;-;0;-;0
19720315;-;-;-;0;-;0
19720316;-;-;-;0;-;0
19720317;-;-;-;0;-;0
19720318;-;-;-;0;-;0
19720319;-;-;-;0;-;0
19720320;-;-;-;0;-;0
19720321;-;-;-;0;-;0
19720322;-;-;-;0;-;0
19720323;-;-;-;0;-;0
19720324;-;-;-;0;-;0
19720325;-;-;-;0;-;0
19720326;-;-;-;-;-;0
19720327;-;-;-;-;-;0
19720328;-;-;-;-;-;0
19720329;-;-;-;0;-;0
19720330;-;-;-;0;-;0
19720331;-;-;-;-;-;0
19720401;-;-;-;-;-;0
19720402;-;-;-;-;-;0
19720403;-;-;-;0;-;0
19720404;-;-;-;-;-;0
19720405;-;-;-;-;-;0
19720406;-;-;-;-;-;0
19720407;-;-;-;-;-;0
19720408;-;-;-;-;-;0
19720409;-;-;-;-;-;0
19720410;-;-;-;-;-;0
19720411;-;-;-;-;-;0
19720412;-;-;-;-;-;0
19720413;-;-;-;0;-;0
19720414;-;-;-;0;-;0
19720415;-;-;-;25;-;0
19720416;-;-;-;-;-;0
19720417;-;-;-;-;-;24
19720418;-;-;-;0;-;26
19720419;-;-;-;-;-;12
19720420;-;-;-;0;-;7
19720421;-;-;-;0;-;-
19720422;-;-;-;0;-;-
19720423;-;-;-;-;-;-
19720424;-;-;-;6;-;-
19720425;-;-;-;-;-;-
19720426;-;-;-;0;-;-
19720427;-;-;-;7;-;-
19720428;-;-;-;-;-;-
19720429;-;-;-;0;-;-
19720430;-;-;-;0;-;-
19720501;-;-;-;0;-;-
19720502;-;-;-;0;-;-
19720503;-;-;-;-;-;-
19720504;-;-;-;-;-;-
19720505;-;-;-;0;-;-
19720506;-;-;-;-;-;-
19720507;-;-;-;-;-;-
19720508;-;-;-;-;-;-
19720509;-;-;-;-;-;-
19720510;-;-;-;-;-;-
19720511;-;-;-;-;-;-
19720512;-;-;-;-;-;-
19720513;-;-;-;0;-;-
19720514;-;-;-;-;-;-
19720515;-;-;-;-;-;-
19720516;-;-;-;-;-;-
19720517;-;-;-;-;-;-
19720518;-;-;-;-;-;-
19720519;-;-;-;-;-;-
19720520;-;-;-;-;-;-
19720521;-;-;-;0;-;-
19720522;-;-;-;0;-;-
19720523;-;-;-;0;-;-
19720524;-;-;-;-;-;-
19720525;-;-;-;0;-;-
19720526;-;-;-;-;-;-
19720527;-;-;-;-;-;-
19720528;-;-;-;-;-;-
19720529;-;-;-;-;-;-
19720530;-;-;-;-;-;-
19720531;-;-;-;-;-;-
19720601;-;-;-;-;-;-
19720602;-;-;-;-;-;-
19720603;-;-;-;-;-;-
19720604;-;-;-;-;-;-
19720605;-;-;-;-;-;-
19720606;-;-;-;-;-;-
19720607;-;-;-;-;-;-
19720608;-;-;-;-;-;-
19720609;-;-;-;-;-;-
19720610;-;-;-;-;-;-
19720611;-;-;-;-;-;-
19720612;-;-;-;-;-;-
19720613;-;-;-;-;-;-
19720614;-;-;-;-;-;-
19720615;-;-;-;-;-;-
19720616;-;-;-;-;-;-
19720617;-;-;-;-;-;-
19720618;-;-;-;-;-;-
19720619;-;-;-;-;-;-
19720620;-;-;-;-;-;-
19720621;-;-;-;-;-;-
19720622;-;-;-;-;-;-
19720623;-;-;-;-;-;-
19720624;-;-;-;-;-;-
19720625;-;-;-;-;-;-
19720626;-;-;-;-;-;-
19720627;-;-;-;-;-;-
19720628;-;-;-;-;-;-
19720629;-;-;-;-;-;-
19720630;-;-;-;-;-;-
19720701;-;-;-;-;-;-
19720702;-;-;-;-;-;-
19720703;-;-;-;-;-;-
19720704;-;-;-;-;-;-
19720705;-;-;-;-;-;-
19720706;-;-;-;-;-;-
19720707;-;-;-;-;-;-
19720708;-;-;-;-;-;-
19720709;-;-;-;-;-;-
19720710;-;-;-;-;-;-
19720711;-;-;-;-;-;-
19720712;-;-;-;-;-;-
19720713;-;-;-;-;-;-
19720714;-;-;-;-;-;-
19720715;-;-;-;-;-;-
19720716;-;-;-;-;-;-
19720717;-;-;-;-;-;-
19720718;-;-;-;-;-;-
19720719;-;-;-;-;-;-
19720720;-;-;-;-;-;-
19720721;-;-;-;-;-;-
19720722;-;-;-;-;-;-
19720723;-;-;-;-;-;-
19720724;-;-;-;-;-;-
19720725;-;-;-;-;-;-
19720726;-;-;-;-;-;-
19720727;-;-;-;-;-;-
19720728;-;-;-;-;-;-
19720729;-;-;-;-;-;-
19720730;-;-;-;-;-;-
19720731;-;-;-;-;-;-
19720801;-;-;-;-;-;-
19720802;-;-;-;-;-;-
19720803;-;-;-;-;-;-
19720804;-;-;-;-;-;-
19720805;-;-;-;-;-;-
19720806;-;-;-;-;-;-
19720807;-;-;-;-;-;-
19720808;-;-;-;-;-;-
19720809;-;-;-;-;-;-
19720810;-;-;-;-;-;-
19720811;-;-;-;-;-;-
19720812;-;-;-;-;-;-
19720813;-;-;-;-;-;-
19720814;-;-;-;-;-;-
19720815;-;-;-;-;-;-
19720816;-;-;-;-;-;-
19720817;-;-;-;-;-;-
19720818;-;-;-;-;-;-
19720819;-;-;-;-;-;-
19720820;-;-;-;-;-;-
19720821;-;-;-;-;-;-
19720822;-;-;-;-;-;-
19720823;-;-;-;-;-;-
19720824;-;-;-;-;-;-
19720825;-;-;-;-;-;-
19720826;-;-;-;-;-;-
19720827;-;-;-;-;-;-
19720828;-;-;-;-;-;-
19720829;-;-;-;-;-;-
19720830;-;-;-;-;-;-
19720831;-;-;-;-;-;-
19720901;-;-;-;-;-;-
19720902;-;-;-;-;-;-
19720903;-;-;-;-;-;-
19720904;-;-;-;-;-;-
19720905;-;-;-;-;-;-
19720906;-;-;-;-;-;-
19720907;-;-;-;-;-;-
19720908;-;-;-;-;-;-
19720909;-;-;-;-;-;-
19720910;-;-;-;-;-;-
19720911;-;-;-;-;-;-
19720912;-;-;-;-;-;-
19720913;-;-;-;-;-;-
19720914;-;-;-;-;-;-
19720915;-;-;-;-;-;-
19720916;-;-;-;-;-;-
19720917;-;-;-;-;-;-
19720918;-;-;-;-;-;-
19720919;-;-;-;-;-;-
19720920;-;-;-;-;-;-
19720921;-;-;-;-;-;-
19720922;-;-;-;-;-;-
19720923;-;-;-;-;-;-
19720924;-;-;-;-;-;-
19720925;-;-;-;-;-;-
19720926;-;-;-;-;-;-
19720927;-;-;-;-;-;-
19720928;-;-;-;-;-;-
19720929;-;-;-;-;-;-
19720930;-;-;-;-;-;-
19721001;-;-;-;-;-;-
19721002;-;-;-;-;-;-
19721003;-;-;-;-;-;-
19721004;-;-;-;-;-;-
19721005;-;-;-;-;-;-
19721006;-;-;-;-;-;-
19721007;-;-;-;-;-;-
19721008;-;-;-;-;-;-
19721009;-;-;-;-;-;-
19721010;-;-;-;-;-;-
19721011;-;-;-;-;-;-
19721012;-;-;-;-;-;-
19721013;-;-;-;-;-;-
19721014;-;-;-;-;-;-
19721015;-;-;-;-;-;-
19721016;-;-;-;-;-;-
19721017;-;-;-;-;-;-
19721018;-;-;-;-;-;-
19721019;-;-;-;-;-;-
19721020;-;-;-;-;-;-
19721021;-;-;-;-;-;-
19721022;-;-;-;-;-;-
19721023;-;-;-;-;-;-
19721024;-;-;-;-;-;-
19721025;-;-;-;-;-;-
19721026;-;-;-;-;-;-
19721027;-;-;-;-;-;-
19721028;-;-;-;-;-;-
19721029;-;-;-;-;-;-
19721030;-;-;-;-;-;-
19721031;-;-;-;-;-;-
19721101;-;-;-;0;-;-
19721102;-;-;-;0;-;-
19721103;-;-;-;0;-;-
19721104;-;-;-;0;-;-
19721105;-;-;-;0;-;-
19721106;-;-;-;0;-;-
19721107;-;-;-;0;-;-
19721108;-;-;-;0;-;-
19721109;-;-;-;0;-;-
19721110;-;-;-;6;-;-
19721111;-;-;-;-;-;-
19721112;-;-;-;-;-;-
19721113;-;-;-;-;-;-
19721114;-;-;-;-;-;-
19721115;-;-;-;-;-;-
19721116;-;-;-;-;-;-
19721117;-;-;-;1;-;-
19721118;-;-;-;-;-;-
19721119;-;-;-;4;-;-
19721120;-;-;-;-;-;-
19721121;-;-;-;-;-;-
19721122;-;-;-;9;-;-
19721123;-;-;-;-;-;-
19721124;-;-;-;14;-;-
19721125;-;-;-;-;-;-
19721126;-;-;-;0;-;-
19721127;-;-;-;0;-;-
19721128;-;-;-;0;-;-
19721129;-;-;-;0;-;-
19721130;-;-;-;-;-;-
19721201;-;-;-;-;-;-
19721202;-;-;-;0;-;9
19721203;-;-;-;-;-;5
19721204;-;-;-;-;-;4
19721205;-;-;-;0;-;4
19721206;-;-;-;0;-;2
19721207;-;-;-;-;-;0
19721208;-;-;-;-;-;0
19721209;-;-;-;4;-;0
19721210;-;-;-;0;-;2
19721211;-;-;-;0;-;6
19721212;-;-;-;0;-;3
19721213;-;-;-;0;-;2
19721214;-;-;-;0;-;1
19721215;-;-;-;0;-;1
19721216;-;-;-;0;-;0
19721217;-;-;-;0;-;0
19721218;-;-;-;0;-;0
19721219;-;-;-;0;-;0
19721220;-;-;-;0;-;0
19721221;-;-;-;0;-;0
19721222;-;-;-;0;-;0
19721223;-;-;-;0;-;0
19721224;-;-;-;0;-;0
19721225;-;-;-;0;-;0
19721226;-;-;-;0;-;0
19721227;-;-;-;0;-;0
19721228;-;-;-;0;-;0
19721229;-;-;-;0;-;0
19721230;-;-;-;0;-;0
19721231;-;-;-;0;-;0
19730101;-;-;-;0;-;0
19730102;-;-;-;0;-;0
19730103;-;-;-;-;-;0
19730104;-;-;-;0;-;0
19730105;-;-;-;0;-;0
19730106;-;-;-;0;-;0
19730107;-;-;-;0;-;0
19730108;-;-;-;0;-;0
19730109;-;-;-;0;-;0
19730110;-;-;-;0;-;0
19730111;-;-;-;0;-;0
19730112;-;-;-;0;-;0
19730113;-;-;-;0;-;0
19730114;-;-;-;0;-;0
19730115;-;-;-;6;-;0
19730116;-;-;-;4;-;0
19730117;-;-;-;0;-;8
19730118;-;-;-;3;-;13
19730119;-;-;-;0;-;11
19730120;-;-;-;0;-;11
19730121;-;-;-;-;-;12
19730122;-;-;-;0;-;11
19730123;-;-;-;0;-;14
19730124;-;-;-;0;-;16
19730125;-;-;-;0;-;14
19730126;-;-;-;10;-;15
19730127;-;-;-;10;-;15
19730128;-;-;-;0;-;25
19730129;-;-;-;0;-;24
19730130;-;-;-;-;-;23
19730131;-;-;-;5;-;20
19730201;-;-;-;-;-;25
19730202;-;-;-;-;-;27
19730203;-;-;-;0;-;26
19730204;-;-;-;0;-;28
19730205;-;-;-;0;-;26
19730206;-;-;-;0;-;25
19730207;-;-;-;0;-;22
19730208;-;-;-;0;-;19
19730209;-;-;-;8;-;18
19730210;-;-;-;12;-;10
19730211;-;-;-;11;-;31
19730212;-;-;-;-;-;40
19730213;-;-;-;2;-;35
19730214;-;-;-;0;-;35
19730215;-;-;-;0;-;39
19730216;-;-;-;0;-;35
19730217;-;-;-;5;-;34
19730218;-;-;-;4;-;38
19730219;-;-;-;3;-;41
19730220;-;-;-;0;-;44
19730221;-;-;-;-;-;47
19730222;-;-;-;6;-;44
19730223;-;-;-;13;-;50
19730224;-;-;-;24;-;63
19730225;-;-;-;10;-;81
19730226;-;-;-;2;-;89
19730227;-;-;-;8;-;85
19730228;-;-;-;0;-;82
19730301;-;-;-;0;-;85
19730302;-;-;-;6;-;80
19730303;-;-;-;0;-;72
19730304;-;-;-;0;-;75
19730305;-;-;-;0;-;74
19730306;-;-;-;7;-;72
19730307;-;-;-;4;-;69
19730308;-;-;-;0;-;79
19730309;-;-;-;7;-;70
19730310;-;-;-;-;-;75
19730311;-;-;-;0;-;75
19730312;-;-;-;2;-;62
19730313;-;-;-;3;-;47
19730314;-;-;-;-;-;40
19730315;-;-;-;-;-;40
19730316;-;-;-;0;-;38
19730317;-;-;-;0;-;37
19730318;-;-;-;3;-;34
19730319;-;-;-;-;-;26
19730320;-;-;-;0;-;31
19730321;-;-;-;0;-;34
19730322;-;-;-;0;-;30
19730323;-;-;-;0;-;27
19730324;-;-;-;0;-;27
19730325;-;-;-;0;-;25
19730326;-;-;-;0;-;23
19730327;-;-;-;0;-;21
19730328;-;-;-;0;-;19
19730329;-;-;-;-;-;17
19730330;-;-;-;-;-;14
19730331;-;-;-;-;-;13
19730401;-;-;-;0;-;13
19730402;-;-;-;4;-;14
19730403;-;-;-;20;-;11
19730404;-;-;-;-;-;29
19730405;-;-;-;0;-;35
19730406;-;-;-;-;-;26
19730407;-;-;-;-;-;22
19730408;-;-;-;3;-;21
19730409;-;-;-;12;-;22
19730410;-;-;-;24;-;25
19730411;-;-;-;-;-;40
19730412;-;-;-;-;-;42
19730413;-;-;-;-;-;31
19730414;-;-;-;0;-;67
19730415;-;-;-;-;-;53
19730416;-;-;-;-;-;43
19730417;-;-;-;-;-;46
19730418;-;-;-;-;-;37
19730419;-;-;-;31;-;27
19730420;-;-;-;-;-;40
19730421;-;-;-;0;-;-
19730422;-;-;-;0;-;-
19730423;-;-;-;0;-;-
19730424;-;-;-;-;-;-
19730425;-;-;-;-;-;-
19730426;-;-;-;0;-;-
19730427;-;-;-;0;-;-
19730428;-;-;-;-;-;-
19730429;-;-;-;-;-;-
19730430;-;-;-;0;-;-
19730501;-;-;-;-;-;-
19730502;-;-;-;-;-;-
19730503;-;-;-;0;-;-
19730504;-;-;-;0;-;-
19730505;-;-;-;-;-;-
19730506;-;-;-;-;-;-
19730507;-;-;-;-;-;-
19730508;-;-;-;-;-;-
19730509;-;-;-;-;-;-
19730510;-;-;-;-;-;-
19730511;-;-;-;-;-;-
19730512;-;-;-;0;-;-
19730513;-;-;-;0;-;-
19730514;-;-;-;-;-;-
19730515;-;-;-;0;-;-
19730516;-;-;-;0;-;-
19730517;-;-;-;-;-;-
19730518;-;-;-;0;-;-
19730519;-;-;-;-;-;-
19730520;-;-;-;0;-;-
19730521;-;-;-;-;-;-
19730522;-;-;-;-;-;-
19730523;-;-;-;-;-;-
19730524;-;-;-;0;-;-
19730525;-;-;-;0;-;-
19730526;-;-;-;0;-;-
19730527;-;-;-;0;-;-
19730528;-;-;-;-;-;-
19730529;-;-;-;-;-;-
19730530;-;-;-;0;-;-
19730531;-;-;-;-;-;-
19730601;-;-;-;-;-;-
19730602;-;-;-;-;-;-
19730603;-;-;-;-;-;-
19730604;-;-;-;-;-;-
19730605;-;-;-;-;-;-
19730606;-;-;-;-;-;-
19730607;-;-;-;-;-;-
19730608;-;-;-;-;-;-
19730609;-;-;-;-;-;-
19730610;-;-;-;-;-;-
19730611;-;-;-;-;-;-
19730612;-;-;-;-;-;-
19730613;-;-;-;-;-;-
19730614;-;-;-;-;-;-
19730615;-;-;-;-;-;-
19730616;-;-;-;-;-;-
19730617;-;-;-;-;-;-
19730618;-;-;-;-;-;-
19730619;-;-;-;-;-;-
19730620;-;-;-;-;-;-
19730621;-;-;-;-;-;-
19730622;-;-;-;-;-;-
19730623;-;-;-;-;-;-
19730624;-;-;-;-;-;-
19730625;-;-;-;-;-;-
19730626;-;-;-;-;-;-
19730627;-;-;-;-;-;-
19730628;-;-;-;-;-;-
19730629;-;-;-;-;-;-
19730630;-;-;-;-;-;-
19730701;-;-;-;-;-;-
19730702;-;-;-;-;-;-
19730703;-;-;-;-;-;-
19730704;-;-;-;-;-;-
19730705;-;-;-;-;-;-
19730706;-;-;-;-;-;-
19730707;-;-;-;-;-;-
19730708;-;-;-;-;-;-
19730709;-;-;-;-;-;-
19730710;-;-;-;-;-;-
19730711;-;-;-;-;-;-
19730712;-;-;-;-;-;-
19730713;-;-;-;-;-;-
19730714;-;-;-;-;-;-
19730715;-;-;-;-;-;-
19730716;-;-;-;-;-;-
19730717;-;-;-;-;-;-
19730718;-;-;-;-;-;-
19730719;-;-;-;-;-;-
19730720;-;-;-;-;-;-
19730721;-;-;-;-;-;-
19730722;-;-;-;-;-;-
19730723;-;-;-;-;-;-
19730724;-;-;-;-;-;-
19730725;-;-;-;-;-;-
19730726;-;-;-;-;-;-
19730727;-;-;-;-;-;-
19730728;-;-;-;-;-;-
19730729;-;-;-;-;-;-
19730730;-;-;-;-;-;-
19730731;-;-;-;-;-;-
19730801;-;-;-;-;-;-
19730802;-;-;-;-;-;-
19730803;-;-;-;-;-;-
19730804;-;-;-;-;-;-
19730805;-;-;-;-;-;-
19730806;-;-;-;-;-;-
19730807;-;-;-;-;-;-
19730808;-;-;-;-;-;-
19730809;-;-;-;-;-;-
19730810;-;-;-;-;-;-
19730811;-;-;-;-;-;-
19730812;-;-;-;-;-;-
19730813;-;-;-;-;-;-
19730814;-;-;-;-;-;-
19730815;-;-;-;-;-;-
19730816;-;-;-;-;-;-
19730817;-;-;-;-;-;-
19730818;-;-;-;-;-;-
19730819;-;-;-;-;-;-
19730820;-;-;-;-;-;-
19730821;-;-;-;-;-;-
19730822;-;-;-;-;-;-
19730823;-;-;-;-;-;-
19730824;-;-;-;-;-;-
19730825;-;-;-;-;-;-
19730826;-;-;-;-;-;-
19730827;-;-;-;-;-;-
19730828;-;-;-;-;-;-
19730829;-;-;-;-;-;-
19730830;-;-;-;-;-;-
19730831;-;-;-;-;-;-
19730901;-;-;-;-;-;-
